Name,Team,PA,Damage/BBE,Pulled FB (%),90th Pctile EV,Max EV,SEAGER,Selectivity (%),Hittable Pitch Take (%),Chase (%),Z-Contact (%),Zone (%),Z-Swing (%),Whiff vs. Secondaries (%)
Bryce Harper,PHI,315,33.3,13.0,106.7,113.5,44.8,60.9,16.1,33.3,83.9,42.4,74.3,36.5
Gleyber Torres,DET,200,22.0,22.1,100.2,106.9,44.8,64.5,19.7,16.6,84.4,49.4,63.4,23.1
Miguel Amaya,CHC,130,30.5,21.4,103.2,110.3,44.6,64.3,19.7,28.2,84.7,43.6,64.4,32.7
C.J. Stubbs,TOR,1,,,,,44.4,44.4,0.0,20.0,80.0,50.0,100.0,0.0
Corey Seager,TEX,213,40.0,19.2,107.4,110.3,44.1,59.6,15.5,28.8,80.1,43.1,80.0,40.0
Braxton Fulford,COL,42,15.8,43.5,102.6,107.0,44.0,65.3,21.4,26.5,82.2,41.7,61.6,44.4
Mike Trout,LAA,344,43.0,18.5,108.7,114.6,44.0,66.9,23.0,19.0,89.4,46.7,60.5,34.6
Carlos Cortes,ATH,203,29.7,16.2,104.1,110.4,43.9,63.5,19.6,24.0,86.4,47.5,65.3,26.6
Carter Jensen,KC,262,27.3,19.6,107.2,113.7,43.7,64.0,20.2,27.1,83.8,46.5,65.0,31.5
Juan Soto,NYM,251,49.2,15.1,107.2,114.2,43.7,65.3,21.6,22.0,90.6,47.4,61.2,23.3
Sterlin Thompson,COL,69,22.2,18.2,106.2,110.2,43.6,60.0,16.4,29.0,83.3,44.8,76.2,40.0
Eric Wagaman,NYM,14,25.0,16.7,109.4,110.1,43.6,62.5,18.9,20.6,65.0,46.9,66.7,30.0
Xavier Edwards,MIA,324,11.9,16.9,100.3,108.6,43.5,64.8,21.2,23.0,89.1,46.8,61.1,24.7
Ronald Acuña Jr.,ATL,244,43.2,20.8,106.8,113.3,43.5,61.7,18.2,25.2,79.1,43.6,72.0,26.8
Will Wagner,SD,23,0.0,15.4,97.6,99.8,43.3,66.7,23.3,15.4,92.6,45.3,62.8,42.9
Drew Romo,CWS,102,17.9,10.9,101.4,108.6,43.3,61.8,18.4,32.9,83.3,44.4,69.1,40.8
César Salazar,HOU,25,0.0,11.8,97.9,101.3,43.3,66.7,23.3,25.4,93.1,43.3,64.4,18.5
Vidal Bruján,NYM,21,0.0,11.8,94.3,100.3,43.2,61.4,18.2,21.9,88.9,52.2,77.1,7.1
Nick Loftin,KC,135,9.7,12.4,99.9,110.8,43.1,65.1,21.9,21.2,89.5,49.9,58.9,26.5
Mitch Garver,SEA,112,43.5,10.0,104.4,110.5,43.1,64.5,21.4,25.5,76.8,45.6,64.5,59.0
Davis Wendzel,PIT,4,33.3,50.0,100.6,100.8,42.9,52.9,10.0,35.7,88.9,41.7,90.0,0.0
Heriberto Hernández,MIA,160,41.1,9.7,105.6,110.6,42.9,61.6,18.7,25.3,78.0,46.0,70.0,40.2
Bryce Eldridge,SF,131,49.3,17.0,105.9,113.4,42.9,63.6,20.7,27.0,88.7,44.2,69.7,27.7
Kyle Sinzza,AZ,1,,0.0,78.3,78.3,42.9,42.9,0.0,25.0,100.0,50.0,100.0,
Simon Juan,NYM,2,0.0,50.0,94.0,94.0,42.9,42.9,0.0,50.0,66.7,50.0,75.0,100.0
Kane Kepley,CHC,7,33.3,66.7,96.2,100.0,42.9,71.4,28.6,17.6,100.0,45.2,50.0,50.0
Kole Myers,LAD,3,0.0,0.0,105.9,107.9,42.9,42.9,0.0,0.0,75.0,57.1,100.0,100.0
Branny De Oleo,NYM,3,0.0,0.0,93.0,93.0,42.9,71.4,28.6,28.6,0.0,41.7,60.0,66.7
Sung-Mun Song,SD,54,19.0,17.6,102.5,110.4,42.8,62.8,20.0,25.8,81.8,47.8,65.8,41.0
Bryan Reynolds,PIT,331,40.5,13.7,106.6,113.7,42.7,62.0,19.4,22.6,87.7,46.9,67.3,33.2
Luis Robert Jr.,NYM,105,37.8,14.3,106.6,112.4,42.6,63.0,20.4,31.0,88.8,44.4,63.4,33.3
Eli White,ATL,104,27.9,11.7,104.4,108.9,42.5,61.3,18.8,27.6,83.8,46.2,73.1,36.6
Michael Busch,CHC,336,30.8,16.7,102.5,110.9,42.5,65.5,23.0,24.2,86.4,45.5,61.2,40.9
Riley Greene,DET,321,43.3,15.9,107.2,112.4,42.5,61.6,19.1,26.0,83.0,48.1,68.0,35.6
Aaron Judge,NYY,270,56.1,17.8,110.2,116.2,42.4,65.2,22.8,25.7,80.5,44.8,63.5,38.5
Munetaka Murakami,CWS,256,64.0,11.1,108.6,114.1,42.4,63.6,21.2,21.9,71.2,45.9,65.5,44.6
Francisco Lindor,NYM,113,27.3,13.6,104.1,111.3,42.4,62.9,20.5,27.3,85.1,44.9,69.7,28.4
Freddie Freeman,LAD,327,35.2,19.4,104.4,110.3,42.4,59.0,16.6,27.2,86.0,47.1,74.9,21.4
José Ramírez,CLE,323,27.1,12.4,105.2,110.8,42.3,61.7,19.4,29.4,91.6,44.6,67.4,19.1
Everson Pereira,CWS,84,35.3,20.8,105.8,108.4,42.2,55.7,13.6,39.2,81.5,46.5,81.2,40.5
Mark Canha,TEX,5,50.0,50.0,99.0,100.7,42.2,58.8,16.7,47.1,80.0,32.0,62.5,66.7
Victor Bericoto,SF,22,50.0,15.4,101.9,102.7,42.0,63.0,20.9,42.3,87.0,40.9,63.9,50.0
J.P. Crawford,SEA,241,21.4,15.7,102.6,107.8,42.0,66.1,24.1,19.9,88.6,49.7,56.1,22.1
Jake Cronenworth,SD,120,30.4,12.8,103.4,108.6,42.0,63.6,21.7,24.8,91.0,47.0,65.3,40.0
Joey Loperfido,HOU,93,30.6,14.0,103.8,106.2,41.9,64.0,22.1,26.5,78.6,48.0,64.6,38.6
Tanner Murray,CWS,36,36.8,24.0,102.9,108.6,41.9,62.8,21.0,30.3,73.7,45.0,70.4,40.0
Jared Young,NYM,99,39.0,10.1,107.3,113.5,41.9,60.4,18.6,29.1,87.0,45.1,71.6,32.4
Jase Bowen,SD,34,30.8,21.1,105.9,114.6,41.9,71.0,29.0,50.0,75.0,38.7,50.0,50.0
Graham Pauley,MIA,94,12.8,12.1,99.1,105.1,41.8,64.9,23.1,24.4,88.0,47.2,63.9,26.0
Kade Snell,CHC,5,100.0,0.0,112.8,113.5,41.8,60.0,18.2,11.1,100.0,50.0,66.7,
Iván Herrera,STL,333,35.1,12.9,104.9,112.3,41.8,64.1,22.4,27.1,90.7,45.2,62.6,25.9
Taylor Ward,BAL,344,22.9,18.7,102.7,109.5,41.8,68.7,26.9,13.3,91.2,49.2,52.1,20.3
David Fry,CLE,123,25.0,10.1,101.5,106.7,41.8,64.6,22.8,26.6,77.1,46.6,61.2,35.0
Chase Harlan,LAD,4,,0.0,104.9,106.5,41.7,75.0,33.3,44.4,100.0,40.0,33.3,100.0
Samad Taylor,SD,40,0.0,8.0,98.5,99.6,41.7,65.0,23.2,22.9,74.5,49.7,57.3,20.8
Carlos Rodríguez,SD,4,0.0,100.0,76.2,76.2,41.7,66.7,25.0,50.0,66.7,46.7,42.9,66.7
Braiden Ward,BOS,6,0.0,0.0,82.9,85.2,41.7,75.0,33.3,21.4,75.0,44.0,36.4,0.0
Chase DeLauter,CLE,280,28.1,17.5,105.8,111.2,41.7,63.2,21.5,18.8,92.1,48.2,66.2,14.9
Seaver King,WSH,3,100.0,0.0,103.6,103.8,41.7,66.7,25.0,33.3,66.7,53.8,42.9,0.0
Trent Grisham,NYY,272,33.1,14.4,104.1,111.6,41.7,66.8,25.1,16.0,91.2,50.4,56.0,24.1
Edouard Julien,COL,212,25.3,12.5,103.7,109.1,41.5,62.8,21.3,19.5,86.7,50.3,62.6,35.7
Conner Capel,COL,5,0.0,0.0,91.8,92.3,41.5,61.5,20.0,20.0,85.7,47.4,77.8,50.0
Gavin Lux,TB,6,0.0,66.7,96.1,97.9,41.5,61.5,20.0,25.0,88.9,41.2,64.3,20.0
Rhys Hoskins,CLE,215,38.4,19.8,104.2,112.3,41.5,64.8,23.4,20.4,78.4,47.0,63.1,35.9
Isaac Paredes,HOU,291,17.5,11.4,101.6,106.0,41.5,64.7,23.2,27.2,90.5,46.4,61.4,25.3
Jordan Lawlar,AZ,49,23.1,12.5,102.9,106.7,41.5,62.2,20.8,28.3,90.0,45.9,66.7,27.9
Nick Sogard,BOS,41,0.0,10.0,99.9,101.1,41.5,67.3,25.8,22.6,90.2,46.5,56.2,20.0
Mason McCoy,SD,5,33.3,0.0,101.6,102.4,41.4,63.6,22.2,20.0,100.0,66.7,50.0,0.0
Nick Morabito,NYM,12,0.0,0.0,94.6,96.5,41.4,76.9,35.5,50.0,42.9,43.4,30.4,53.8
Joey Wiemer,WSH,91,33.3,10.9,103.2,110.5,41.3,65.9,24.5,25.9,84.0,45.0,59.5,36.1
Cal Conley,ATL,4,66.7,33.3,101.9,104.3,41.3,53.8,12.5,22.2,60.0,40.0,83.3,50.0
Alex Freeland,LAD,180,19.1,16.4,103.1,106.8,41.3,65.2,23.9,20.9,81.4,48.4,59.3,41.0
Drew Faurot,MIA,4,100.0,0.0,109.1,109.1,41.3,53.8,12.5,25.0,42.9,52.9,77.8,40.0
Jhostynxon Garcia,PIT,40,27.8,25.9,108.1,109.7,41.3,58.5,17.2,44.4,72.1,40.9,76.8,36.8
Richie Palacios,TB,175,9.7,15.0,101.0,106.9,41.3,64.6,23.3,31.4,89.4,42.7,61.7,30.7
Bo Naylor,CLE,101,28.3,13.0,103.5,108.9,41.2,63.4,22.2,24.1,93.4,47.6,66.2,24.1
Dane Myers,CIN,131,35.1,21.1,104.7,110.0,41.2,65.5,24.3,18.4,85.6,49.9,57.7,22.8
Colton Cowser,BAL,181,34.3,17.0,107.2,113.3,41.2,63.9,22.7,27.7,78.0,46.9,61.9,41.6
Sal Stewart,CIN,333,37.8,19.2,105.9,111.4,41.1,59.7,18.5,27.1,81.2,47.4,69.3,22.9
Kyle Tucker,LAD,316,24.2,15.7,102.5,107.6,41.1,58.2,17.1,25.2,84.9,48.8,73.0,29.5
Roman Anthony,BOS,144,36.4,12.0,106.1,112.3,41.1,68.2,27.2,20.8,85.7,48.8,52.6,39.3
Curtis Mead,WSH,216,29.9,15.6,105.1,110.1,41.1,65.0,23.9,23.9,91.3,48.4,58.1,18.4
Kevin McGonigle,DET,322,27.1,22.1,102.8,109.5,41.1,62.7,21.5,18.6,91.3,48.5,66.5,18.6
Oneil Cruz,PIT,293,52.1,8.9,111.7,119.0,41.0,66.2,25.2,32.0,77.7,43.7,58.7,44.7
Miguel Vargas,CWS,321,33.9,20.5,104.1,112.9,41.0,60.6,19.6,19.5,85.2,48.8,70.2,18.3
Leody Taveras,BAL,231,20.8,16.3,103.3,110.0,41.0,61.4,20.4,30.1,84.0,45.1,68.7,28.2
Wenceel Pérez,DET,184,16.5,22.5,102.4,108.5,41.0,61.3,20.3,28.9,88.9,49.1,66.8,21.3
Travis Bazzana,CLE,186,20.5,12.1,102.1,112.4,41.0,61.9,20.8,23.0,83.5,48.8,66.3,41.3
Gary Sánchez,MIL,138,35.0,14.9,106.6,111.9,41.0,67.5,26.5,20.9,84.5,46.1,54.2,35.9
Jorbit Vivas,WSH,157,16.7,18.8,100.6,108.5,40.9,56.7,15.8,26.2,93.0,47.1,77.5,24.8
Chad Stevens,COL,41,14.3,15.0,100.3,101.9,40.8,63.6,22.7,39.8,85.4,41.8,64.9,35.7
Jakob Marsee,MIA,309,17.9,17.2,101.8,110.9,40.7,65.8,25.1,23.5,91.4,48.5,56.6,30.6
Jonah Heim,ATH,116,25.0,18.6,103.4,106.0,40.7,64.6,23.9,31.2,86.4,45.3,64.4,25.3
Adolis García,PHI,267,39.3,19.5,106.5,112.1,40.6,63.2,22.6,29.6,81.9,46.1,63.4,38.3
Ben Rice,NYY,301,37.0,13.2,105.8,111.4,40.6,63.8,23.2,23.4,87.3,46.5,64.3,32.6
Denzer Guzman,LAA,34,23.5,14.3,101.6,107.7,40.6,52.0,11.4,40.4,84.1,48.6,81.5,40.6
Kyle Karros,COL,250,25.6,15.7,104.0,111.8,40.6,63.9,23.3,23.5,86.7,45.8,64.6,40.5
Zack Short,NYM,50,12.5,14.3,100.7,103.2,40.6,59.8,19.2,27.4,81.2,45.6,66.3,29.0
Shea Langeliers,ATH,314,39.0,18.3,108.1,117.3,40.6,59.0,18.3,31.7,86.6,45.6,73.6,29.9
Logan Porter,LAA,6,50.0,0.0,101.2,103.0,40.6,72.2,31.6,18.8,83.3,42.9,50.0,33.3
Josh Bell,MIN,293,28.6,14.8,104.2,112.3,40.6,58.6,18.1,31.2,84.4,46.0,74.6,27.8
Vladimir Guerrero Jr.,TOR,302,33.8,13.9,108.5,116.0,40.5,61.2,20.7,31.2,87.0,45.1,68.3,21.6
TJ Rumfield,COL,301,17.2,16.9,102.4,110.0,40.5,59.4,18.9,31.3,93.3,46.4,72.2,27.2
Jarred Kelenic,CWS,62,40.0,23.5,106.8,110.8,40.4,61.4,21.1,26.6,83.8,46.9,65.5,43.5
Alex Call,LAD,116,7.7,16.2,96.7,109.4,40.4,62.4,22.0,19.7,91.9,51.2,61.7,12.2
Connor Joe,SEA,53,31.8,13.8,106.8,107.7,40.4,64.9,24.5,26.7,81.8,47.2,56.4,33.3
Christian Cairo,PHI,7,0.0,0.0,101.8,101.8,40.4,66.7,26.3,27.8,57.1,41.9,53.8,100.0
Jake Bauers,MIL,262,53.4,17.6,107.1,112.4,40.4,62.6,22.2,18.8,86.1,49.2,63.5,31.5
Xander Bogaerts,SD,280,25.2,14.1,103.6,111.4,40.4,62.6,22.3,26.6,87.0,49.1,62.2,31.1
Josh Smith,TEX,124,16.4,22.4,102.4,108.1,40.4,61.3,20.9,29.4,90.2,48.3,65.9,26.0
Ryan Jeffers,MIN,159,36.1,18.9,107.7,113.4,40.4,66.5,26.1,23.9,93.0,46.8,55.5,24.3
Endy Rodríguez,PIT,76,30.6,18.6,104.7,107.9,40.4,64.6,24.2,23.1,93.2,47.2,61.5,20.9
Spencer Jones,NYY,58,65.0,28.6,106.8,112.2,40.4,56.6,16.2,34.0,72.2,41.2,78.2,33.3
Tyler Soderstrom,ATH,307,39.7,17.7,106.8,113.6,40.4,60.7,20.3,26.6,89.9,46.5,68.8,29.8
Charlie Szykowny,SF,4,66.7,33.3,103.5,104.2,40.3,54.5,14.3,37.5,100.0,42.9,66.7,0.0
Jeremy Peña,HOU,163,20.0,13.7,104.3,110.0,40.3,58.1,17.8,33.2,86.8,46.1,74.1,36.5
Jimmy Crooks,STL,37,22.2,26.1,105.0,109.8,40.3,64.8,24.4,25.3,87.8,43.1,62.1,47.8
MJ Melendez,NYM,127,40.4,13.8,106.0,111.9,40.2,62.4,22.2,29.2,76.8,46.5,66.4,32.7
Evan Carter,TEX,237,16.7,19.2,102.8,108.2,40.2,63.8,23.6,19.3,84.6,50.6,61.0,36.1
Dustin Harris,HOU,52,11.1,2.6,99.8,103.9,40.2,65.9,25.7,31.7,89.6,46.6,54.5,17.1
Marcell Ozuna,PIT,222,29.5,19.5,104.5,111.2,40.2,64.1,24.0,26.6,81.5,46.4,60.6,45.7
Henry Bolte,ATH,120,47.4,8.7,109.5,113.6,40.2,57.0,16.8,32.4,80.6,48.4,74.2,35.1
JJ Bleday,CIN,197,26.9,14.3,105.3,113.5,40.2,59.7,19.5,23.8,84.1,48.7,69.7,33.7
Brice Turang,MIL,313,42.4,17.6,105.4,109.6,40.1,64.1,24.0,22.0,86.4,48.9,61.5,23.8
Jacob Burke,CWS,2,0.0,0.0,79.0,79.0,40.0,40.0,0.0,0.0,66.7,60.0,100.0,0.0
Hayden Cantrelle,CHC,2,50.0,0.0,99.7,99.7,40.0,40.0,0.0,33.3,66.7,50.0,100.0,
Zach Kokoska,COL,2,0.0,0.0,71.4,71.4,40.0,40.0,0.0,33.3,100.0,50.0,100.0,33.3
Chuckie Robinson,LAD,6,50.0,50.0,104.7,105.3,40.0,50.0,10.0,0.0,70.0,65.0,76.9,100.0
Kerry Carpenter,DET,175,27.8,19.2,102.0,110.3,40.0,61.3,21.3,35.8,81.0,43.6,68.4,34.6
Logan O'Hoppe,LAA,177,24.7,19.3,104.2,114.3,40.0,61.4,21.4,33.6,87.2,44.0,69.5,34.7
Pete Alonso,BAL,335,43.0,15.9,107.1,114.6,40.0,62.4,22.4,26.0,85.7,46.2,66.1,31.7
Lawrence Butler,ATH,209,44.3,13.2,106.5,112.7,40.0,59.6,19.6,26.2,79.4,49.2,69.3,31.8
Mac Guscette,ATL,1,,,,,40.0,40.0,0.0,50.0,100.0,42.9,100.0,100.0
Fernando Tatis Jr.,SD,321,45.0,16.3,108.7,114.0,39.9,60.7,20.8,27.6,85.8,47.6,69.7,36.2
Brett Baty,NYM,251,33.0,19.5,105.3,111.7,39.8,60.7,20.9,26.7,84.0,48.6,65.2,36.9
Moisés Ballesteros,CHC,188,31.8,18.5,104.1,111.4,39.8,60.7,20.9,33.7,85.8,42.3,67.8,21.4
James Outman,DET,90,31.4,17.4,102.2,107.5,39.8,57.1,17.3,32.5,72.3,46.2,77.4,47.9
Tim Tawa,AZ,79,17.9,8.0,102.1,104.9,39.8,59.6,19.8,31.0,80.4,44.4,72.8,30.8
Rob Refsnyder,SEA,110,31.2,24.6,102.3,109.6,39.7,62.9,23.2,24.2,86.2,47.4,64.8,32.4
Gavin Sheets,SD,247,25.6,17.3,104.8,110.1,39.7,65.6,25.9,32.6,90.1,47.3,55.7,30.9
Dylan Beavers,BAL,119,33.9,14.3,103.3,109.6,39.6,60.5,20.9,23.6,87.0,49.8,65.3,30.9
Kyle Schwarber,PHI,329,43.6,16.4,108.9,113.2,39.6,62.0,22.4,25.3,80.1,45.9,65.8,41.6
Sam Antonacci,CWS,221,16.0,13.2,102.4,108.4,39.6,64.4,24.8,20.5,90.3,48.5,60.7,16.4
George Springer,TOR,238,28.6,15.4,104.1,109.2,39.6,57.8,18.2,25.1,87.5,47.1,74.3,28.5
Adley Rutschman,BAL,231,24.4,15.0,103.0,110.3,39.5,64.3,24.9,25.6,91.9,48.5,58.6,18.9
Giancarlo Stanton,NYY,102,44.9,15.6,111.4,117.3,39.5,64.9,25.3,30.6,76.3,46.0,62.4,44.7
Spencer Horwitz,PIT,281,17.1,19.0,101.5,108.0,39.5,64.8,25.3,24.2,93.0,46.8,58.9,16.9
Jackson Holliday,BAL,89,35.9,15.4,103.7,105.8,39.5,60.9,21.4,23.8,75.9,47.8,67.5,41.3
Luis Campusano,SD,65,30.8,2.5,106.8,111.4,39.5,60.2,20.8,33.3,85.2,47.3,66.9,36.8
Lane Thomas,KC,187,21.5,18.3,102.4,107.6,39.5,63.9,24.4,21.0,87.7,46.2,62.4,22.6
Juan Brito,CLE,56,19.0,8.8,101.8,107.2,39.4,60.9,21.5,35.2,81.4,46.8,63.6,42.3
Luken Baker,AZ,5,50.0,0.0,103.9,106.8,39.4,76.9,37.5,37.5,100.0,33.3,25.0,80.0
Anthony Volpe,NYY,91,18.6,13.6,102.3,106.6,39.4,61.3,21.9,24.7,84.7,48.1,67.0,28.7
Riley Unroe,HOU,6,0.0,33.3,84.2,86.0,39.4,62.5,23.1,16.7,42.9,45.5,70.0,60.0
Vinnie Pasquantino,KC,298,18.8,17.8,102.6,108.1,39.4,63.8,24.4,29.8,90.4,45.9,63.1,22.7
Matt Olson,ATL,333,53.3,19.6,108.6,111.6,39.4,62.1,22.7,28.2,85.0,47.9,65.3,26.5
Ozzie Albies,ATL,326,15.4,19.4,101.1,107.7,39.4,56.1,16.7,36.0,88.9,43.7,79.0,19.4
Kyle Higashioka,TEX,135,21.3,8.1,103.8,107.1,39.3,64.1,24.8,29.0,84.4,49.2,57.0,42.1
Elly De La Cruz,CIN,270,43.9,20.6,109.9,116.3,39.3,65.6,26.3,26.1,82.9,47.1,58.2,38.3
Teoscar Hernández,LAD,215,38.3,18.3,104.3,110.7,39.3,62.5,23.2,25.8,79.4,47.6,64.8,37.8
Spencer Torkelson,DET,294,30.2,16.8,103.3,109.8,39.3,61.4,22.1,22.4,81.4,48.8,64.6,39.7
Austin Martin,MIN,244,8.0,14.0,100.4,106.8,39.2,62.8,23.6,19.3,89.0,48.3,61.8,35.4
Garrett Mitchell,MIL,233,44.3,12.3,108.7,115.5,39.2,61.8,22.7,21.5,73.2,49.5,66.7,44.1
Willson Contreras,BOS,300,34.4,11.1,108.6,113.2,39.2,60.1,20.9,33.1,83.7,45.2,67.7,40.0
Jac Caglianone,KC,264,50.5,8.9,110.5,116.1,39.0,60.2,21.2,34.3,83.1,44.3,69.3,36.8
Carter Cunningham,TOR,3,0.0,0.0,99.4,100.1,38.9,55.6,16.7,33.3,75.0,50.0,66.7,0.0
Jackson Merrill,SD,300,38.7,19.2,104.5,109.7,38.9,55.0,16.1,35.1,84.8,45.4,80.4,28.4
Michael Stefanic,ATH,14,20.0,0.0,96.0,98.8,38.9,69.4,30.6,31.0,93.3,51.7,48.4,11.1
Nic Kent,COL,3,50.0,0.0,106.2,107.2,38.9,55.6,16.7,16.7,60.0,50.0,83.3,25.0
Derek Hill,PHI,105,22.2,17.9,102.1,105.9,38.9,59.2,20.3,33.8,69.0,44.7,70.9,40.2
Adrian Rodriguez,AZ,3,0.0,0.0,101.8,101.8,38.9,55.6,16.7,20.0,66.7,50.0,60.0,100.0
Carson Kelly,CHC,202,26.7,17.9,103.5,108.4,38.8,58.4,19.7,28.2,90.4,48.4,67.8,34.5
Austin Wells,NYY,175,33.3,15.4,105.7,110.5,38.8,60.7,21.9,29.1,79.7,46.5,67.7,42.3
Brendan Donovan,SEA,116,7.1,14.1,100.3,111.8,38.8,63.0,24.2,22.5,89.7,47.5,64.0,27.3
Daniel Johnson,HOU,17,22.2,9.1,104.3,107.2,38.8,62.2,23.3,28.1,92.9,39.6,66.7,28.6
Kyle Manzardo,CLE,234,23.8,9.2,102.8,110.1,38.7,61.0,22.3,31.4,82.0,46.1,64.4,37.4
Gage Workman,DET,38,50.0,18.2,105.9,109.0,38.6,55.8,17.2,42.3,84.3,45.1,79.7,42.2
Bobby Witt Jr.,KC,345,35.5,18.5,107.8,115.6,38.6,61.6,23.0,32.7,89.6,44.7,66.1,27.0
Liam Hicks,MIA,293,11.2,17.0,101.5,107.5,38.6,63.0,24.3,26.5,96.3,47.1,59.4,17.7
Drake Baldwin,ATL,237,48.2,11.5,107.5,112.8,38.6,58.8,20.2,34.4,86.9,46.1,69.7,32.2
Trevor Larnach,MIN,225,18.9,14.0,103.6,108.8,38.6,65.5,26.9,29.6,85.9,46.4,55.9,41.4
Davis Schneider,TOR,109,31.2,18.5,105.5,111.1,38.6,63.6,25.1,19.9,82.0,47.9,57.6,26.9
Zach Neto,LAA,341,32.7,16.9,104.5,109.6,38.6,60.2,21.6,33.5,84.3,44.4,70.1,43.1
Luis Torrens,NYM,138,26.8,9.3,102.3,107.5,38.6,60.9,22.3,34.0,86.7,46.9,65.9,33.0
Brenton Doyle,COL,135,32.7,7.6,104.3,109.4,38.6,56.7,18.1,33.5,88.6,47.8,74.1,37.1
Kazuma Okamoto,TOR,302,45.7,13.9,107.5,112.6,38.6,61.3,22.7,25.9,78.7,47.8,64.4,39.3
Cody Bellinger,NYY,319,24.2,17.5,103.3,109.3,38.6,62.4,23.8,27.8,88.0,47.3,64.1,22.0
Shay Whitcomb,HOU,26,25.0,38.5,104.0,106.0,38.5,61.5,23.1,37.9,88.5,42.0,61.9,61.1
Jaron Elkins,LAD,5,0.0,0.0,91.8,91.8,38.5,69.2,30.8,27.3,83.3,50.0,54.5,75.0
Denzel Clarke,ATH,68,43.8,8.3,108.6,112.7,38.5,62.4,23.9,30.3,72.8,45.7,66.4,58.1
Raynel Delgado,HOU,8,0.0,0.0,92.1,95.1,38.5,38.5,0.0,37.5,90.0,55.6,100.0,33.3
Austin Riley,ATL,310,43.9,20.9,106.2,111.9,38.5,62.4,23.9,31.7,83.2,44.3,65.3,35.9
Carlos Santana,AZ,38,30.0,23.1,99.3,107.2,38.5,58.8,20.2,30.3,82.7,45.4,70.3,35.3
Joey Ortiz,MIL,178,16.9,17.1,101.6,110.8,38.5,63.9,25.4,31.4,90.2,46.9,57.3,23.0
Matt McLain,CIN,285,23.9,21.7,103.6,110.5,38.4,63.0,24.6,23.6,84.4,47.6,60.9,27.7
Dalton Rushing,LAD,152,39.4,16.3,105.5,109.3,38.4,59.1,20.7,29.5,79.7,46.2,70.3,35.0
Buddy Kennedy,SF,12,14.3,28.6,96.3,96.7,38.4,61.9,23.5,31.4,94.1,43.5,63.0,23.5
Pedro Pagés,STL,138,31.8,18.6,103.8,108.9,38.3,58.9,20.6,37.4,86.6,48.8,64.2,31.7
Luke Keaschall,MIN,286,14.2,25.1,101.5,108.1,38.3,61.9,23.6,24.1,92.8,49.6,60.7,17.9
Agustín Ramírez,MIA,138,28.8,17.4,108.1,114.9,38.3,59.2,20.9,25.4,78.9,49.3,72.0,40.9
Tyler Stephenson,CIN,214,34.3,25.2,104.3,111.8,38.3,60.0,21.8,21.0,87.2,50.9,66.5,28.7
Nolan Schanuel,LAA,248,14.4,12.2,101.2,106.6,38.3,62.2,23.9,27.5,91.4,49.2,62.0,31.0
JJ Wetherholt,STL,315,25.6,16.5,103.1,108.7,38.3,60.8,22.5,22.3,85.9,48.7,66.1,17.7
Kyle Stowers,MIA,217,43.0,16.3,106.3,110.8,38.3,57.0,18.8,34.0,77.6,46.5,75.7,38.2
Dominic Canzone,SEA,202,39.0,13.8,108.0,114.7,38.3,61.5,23.2,33.3,82.5,45.8,64.5,33.5
Jose Altuve,HOU,231,30.4,5.9,102.2,107.3,38.2,63.4,25.2,33.4,85.4,44.3,61.2,29.3
Randy Arozarena,SEA,312,34.4,11.8,104.6,113.0,38.2,59.7,21.5,31.9,79.1,47.9,64.6,24.2
Jhonny Pereda,SEA,70,21.1,15.1,103.6,106.7,38.2,57.1,18.9,27.7,85.8,49.8,72.1,27.6
Scott Kingery,CHC,13,33.3,11.1,93.9,106.6,38.2,67.9,29.6,42.9,81.8,44.0,50.0,42.9
Lars Nootbaar,STL,49,61.1,17.9,108.3,112.8,38.2,69.6,31.4,19.4,92.0,50.2,48.1,38.1
Jonathan India,KC,66,33.3,19.5,104.1,110.8,38.2,64.1,25.9,18.7,82.9,49.8,57.1,37.1
Maverick Handley,BAL,5,0.0,0.0,93.0,95.1,38.1,56.2,18.2,25.0,42.9,42.9,77.8,60.0
Danny Jansen,TEX,145,24.2,9.5,101.4,107.3,38.1,60.5,22.4,23.5,83.4,50.0,65.6,30.7
Lourdes Gurriel Jr.,AZ,110,15.5,13.4,101.0,105.8,38.0,60.2,22.2,39.9,90.2,44.4,69.1,39.4
Owen Caissie,MIA,204,37.8,13.3,107.2,112.6,38.0,62.0,24.0,29.1,81.0,46.0,65.3,42.6
Jorge Soler,LAA,251,39.2,13.7,107.7,112.7,38.0,60.5,22.5,28.3,80.2,47.6,67.6,42.4
Royce Lewis,MIN,174,22.1,17.0,105.2,112.4,38.0,60.0,22.0,31.8,81.3,47.0,66.7,36.7
Brayan Rocchio,CLE,277,15.7,16.9,101.9,109.6,38.0,59.4,21.4,31.0,85.8,45.6,68.6,30.9
Colson Montgomery,CWS,298,38.0,15.9,106.3,114.4,38.0,57.0,19.0,31.3,80.8,46.4,76.2,35.2
Samuel Basallo,BAL,232,45.3,13.2,108.8,112.4,37.9,60.7,22.8,39.0,85.8,43.4,68.2,33.5
William Contreras,MIL,308,35.4,16.1,106.5,112.7,37.9,59.8,21.9,29.7,90.8,47.1,67.1,25.4
Will Smith,LAD,212,37.8,24.5,104.8,110.8,37.8,62.2,24.4,21.6,91.0,49.7,61.6,21.7
Christian Walker,HOU,315,38.8,16.9,106.5,112.5,37.8,57.4,19.6,30.3,85.4,46.2,73.0,38.7
